id,pokemon_id,move_id
1,1,14
2,1,15
3,1,22
4,1,33
5,1,34
6,1,36
7,1,38
8,1,45
9,1,72
10,1,73
11,1,74
12,1,75
13,1,76
14,1,77
15,1,79
16,1,92
17,1,99
18,1,102
19,1,104
20,1,115
21,1,117
22,1,156
23,1,164
24,1,13
25,1,29
26,1,80
27,1,111
28,1,113
29,1,130
30,1,148
31,1,173
32,1,174
33,1,182
34,1,189
35,1,202
36,1,203
37,1,204
38,1,207
39,1,210
40,1,213
41,1,214
42,1,216
43,1,218
44,1,219
45,1,230
46,1,235
47,1,237
48,1,241
49,1,70
50,1,188
51,1,249
52,1,263
53,1,290
54,1,320
55,1,331
56,1,345
57,1,133
58,1,267
59,1,275
60,1,363
61,1,388
62,1,402
63,1,412
64,1,437
65,1,445
66,1,447
67,1,282
68,1,81
69,1,124
70,1,438
71,1,474
72,1,496
73,1,497
74,1,520
75,1,20
76,1,580
77,1,590
78,1,526
79,2,14
80,2,15
81,2,22
82,2,33
83,2,34
84,2,36
85,2,38
86,2,45
87,2,72
88,2,73
89,2,74
90,2,75
91,2,76
92,2,77
93,2,79
94,2,92
95,2,99
96,2,102
97,2,104
98,2,115
99,2,117
100,2,156
101,2,164
102,2,29
103,2,111
104,2,148
105,2,173
106,2,174
107,2,182
108,2,189
109,2,202
110,2,203
111,2,207
112,2,210
113,2,213
114,2,214
115,2,216
116,2,218
117,2,230
118,2,235
119,2,237
120,2,241
121,2,70
122,2,188
123,2,249
124,2,263
125,2,290
126,2,331
127,2,363
128,2,388
129,2,412
130,2,445
131,2,447
132,2,282
133,2,402
134,2,81
135,2,113
136,2,219
137,2,474
138,2,496
139,2,497
140,2,520
141,2,20
142,2,267
143,2,590
144,2,526
145,3,14
146,3,15
147,3,22
148,3,33
149,3,34
150,3,36
151,3,38
152,3,45
153,3,63
154,3,72
155,3,73
156,3,74
157,3,75
158,3,76
159,3,77
160,3,79
161,3,92
162,3,99
163,3,102
164,3,104
165,3,115
166,3,117
167,3,156
168,3,164
169,3,29
170,3,46
171,3,111
172,3,148
173,3,173
174,3,174
175,3,182
176,3,189
177,3,202
178,3,203
179,3,207
180,3,210
181,3,213
182,3,214
183,3,216
184,3,218
185,3,230
186,3,235
187,3,237
188,3,241
189,3,70
190,3,89
191,3,188
192,3,249
193,3,263
194,3,290
195,3,331
196,3,338
197,3,80
198,3,363
199,3,388
200,3,412
201,3,416
202,3,431
203,3,445
204,3,447
205,3,200
206,3,282
207,3,402
208,3,81
209,3,335
210,3,113
211,3,219
212,3,474
213,3,496
214,3,497
215,3,520
216,3,523
217,3,20
218,3,267
219,3,572
220,3,590
221,3,526
222,4,5
223,4,10
224,4,14
225,4,15
226,4,25
227,4,34
228,4,36
229,4,38
230,4,43
231,4,45
232,4,52
233,4,53
234,4,66
235,4,68
236,4,69
237,4,70
238,4,82
239,4,83
240,4,91
241,4,92
242,4,99
243,4,102
244,4,104
245,4,115
246,4,117
247,4,126
248,4,129
249,4,130
250,4,156
251,4,163
252,4,164
253,4,7
254,4,29
255,4,44
256,4,108
257,4,111
258,4,157
259,4,173
260,4,174
261,4,182
262,4,184
263,4,187
264,4,189
265,4,200
266,4,203
267,4,207
268,4,210
269,4,213
270,4,214
271,4,216
272,4,218
273,4,223
274,4,225
275,4,231
276,4,237
277,4,241
278,4,246
279,4,249
280,4,251
281,4,263
282,4,264
283,4,280
284,4,290
285,4,315
286,4,332
287,4,337
288,4,349
289,4,232
290,4,242
291,4,261
292,4,317
293,4,363
294,4,374
295,4,394
296,4,407
297,4,421
298,4,424
299,4,445
300,4,9
301,4,257
302,4,406
303,4,468
304,4,481
305,4,488
306,4,496
307,4,497
308,4,510
309,4,517
310,4,519
311,4,314
312,4,590
313,4,612
314,4,526
315,5,5
316,5,10
317,5,14
318,5,15
319,5,25
320,5,34
321,5,36
322,5,38
323,5,43
324,5,45
325,5,52
326,5,53
327,5,66
328,5,68
329,5,69
330,5,70
331,5,82
332,5,83
333,5,91
334,5,92
335,5,99
336,5,102
337,5,104
338,5,115
339,5,117
340,5,126
341,5,129
342,5,130
343,5,156
344,5,163
345,5,164
346,5,7
347,5,29
348,5,108
349,5,111
350,5,173
351,5,174
352,5,182
353,5,184
354,5,189
355,5,203
356,5,207
357,5,210
358,5,213
359,5,214
360,5,216
361,5,218
362,5,223
363,5,225
364,5,231
365,5,237
366,5,241
367,5,249
368,5,263
369,5,264
370,5,280
371,5,290
372,5,315
373,5,332
374,5,337
375,5,157
376,5,232
377,5,261
378,5,317
379,5,363
380,5,374
381,5,421
382,5,424
383,5,445
384,5,9
385,5,257
386,5,468
387,5,481
388,5,488
389,5,496
390,5,497
391,5,510
392,5,517
393,5,519
394,5,200
395,5,590
396,5,612
397,5,406
398,5,526
399,6,5
400,6,10
401,6,14
402,6,15
403,6,25
404,6,34
405,6,36
406,6,38
407,6,43
408,6,45
409,6,52
410,6,53
411,6,63
412,6,66
413,6,68
414,6,69
415,6,70
416,6,82
417,6,83
418,6,89
419,6,90
420,6,91
421,6,92
422,6,99
423,6,102
424,6,104
425,6,115
426,6,117
427,6,126
428,6,129
429,6,130
430,6,156
431,6,163
432,6,164
433,6,19
434,6,7
435,6,17
436,6,29
437,6,46
438,6,108
439,6,111
440,6,173
441,6,174
442,6,182
443,6,184
444,6,189
445,6,201
446,6,203
447,6,207
448,6,210
449,6,211
450,6,213
451,6,214
452,6,216
453,6,218
454,6,223
455,6,225
456,6,231
457,6,237
458,6,241
459,6,249
460,6,263
461,6,264
462,6,280
463,6,290
464,6,315
465,6,332
466,6,337
467,6,157
468,6,232
469,6,257
470,6,307
471,6,76
472,6,261
473,6,317
474,6,355
475,6,363
476,6,374
477,6,394
478,6,403
479,6,406
480,6,411
481,6,416
482,6,421
483,6,424
484,6,432
485,6,445
486,6,9
487,6,200
488,6,239
489,6,314
490,6,466
491,6,366
492,6,468
493,6,481
494,6,488
495,6,496
496,6,497
497,6,507
498,6,510
499,6,517
500,6,519
501,6,523
502,6,525
503,6,590
504,6,612
505,6,526
506,6,693
507,7,5
508,7,25
509,7,33
510,7,34
511,7,36
512,7,38
513,7,39
514,7,44
515,7,55
516,7,56
517,7,57
518,7,58
519,7,59
520,7,61
521,7,66
522,7,68
523,7,69
524,7,70
525,7,91
526,7,92
527,7,99
528,7,102
529,7,104
530,7,110
531,7,115
532,7,117
533,7,130
534,7,145
535,7,156
536,7,164
537,7,8
538,7,29
539,7,54
540,7,93
541,7,111
542,7,114
543,7,127
544,7,173
545,7,174
546,7,175
547,7,182
548,7,189
549,7,193
550,7,196
551,7,203
552,7,205
553,7,207
554,7,213
555,7,214
556,7,216
557,7,218
558,7,223
559,7,229
560,7,231
561,7,237
562,7,240
563,7,243
564,7,249
565,7,250
566,7,258
567,7,263
568,7,264
569,7,280
570,7,281
571,7,287
572,7,290
573,7,291
574,7,300
575,7,352
576,7,252
577,7,317
578,7,330
579,7,360
580,7,362
581,7,363
582,7,374
583,7,392
584,7,401
585,7,445
586,7,453
587,7,334
588,7,428
589,7,323
590,7,496
591,7,503
592,7,518
593,7,396
594,7,406
595,7,590
596,7,612
597,7,526
598,8,5
599,8,25
600,8,33
601,8,34
602,8,36
603,8,38
604,8,39
605,8,44
606,8,55
607,8,56
608,8,57
609,8,58
610,8,59
611,8,61
612,8,66
613,8,68
614,8,69
615,8,70
616,8,91
617,8,92
618,8,99
619,8,102
620,8,104
621,8,110
622,8,115
623,8,117
624,8,130
625,8,145
626,8,156
627,8,164
628,8,8
629,8,29
630,8,111
631,8,127
632,8,173
633,8,174
634,8,182
635,8,189
636,8,196
637,8,203
638,8,205
639,8,207
640,8,213
641,8,214
642,8,216
643,8,218
644,8,223
645,8,229
646,8,231
647,8,237
648,8,240
649,8,249
650,8,250
651,8,258
652,8,263
653,8,264
654,8,280
655,8,290
656,8,291
657,8,352
658,8,317
659,8,360
660,8,362
661,8,363
662,8,374
663,8,401
664,8,445
665,8,334
666,8,428
667,8,496
668,8,503
669,8,518
670,8,590
671,8,612
672,8,406
673,8,526
674,9,5
675,9,25
676,9,33
677,9,34
678,9,36
679,9,38
680,9,39
681,9,44
682,9,55
683,9,56
684,9,57
685,9,58
686,9,59
687,9,61
688,9,63
689,9,66
690,9,68
691,9,69
692,9,70
693,9,89
694,9,90
695,9,91
696,9,92
697,9,99
698,9,102
699,9,104
700,9,110
701,9,115
702,9,117
703,9,130
704,9,145
705,9,156
706,9,164
707,9,8
708,9,29
709,9,46
710,9,111
711,9,127
712,9,173
713,9,174
714,9,182
715,9,189
716,9,196
717,9,203
718,9,205
719,9,207
720,9,213
721,9,214
722,9,216
723,9,218
724,9,223
725,9,229
726,9,231
727,9,237
728,9,240
729,9,249
730,9,250
731,9,258
732,9,263
733,9,264
734,9,280
735,9,290
736,9,291
737,9,352
738,9,308
739,9,157
740,9,317
741,9,360
742,9,362
743,9,363
744,9,374
745,9,401
746,9,411
747,9,416
748,9,419
749,9,430
750,9,431
751,9,445
752,9,200
753,9,324
754,9,334
755,9,428
756,9,479
757,9,496
758,9,503
759,9,518
760,9,523
761,9,525
762,9,399
763,9,590
764,9,612
765,9,406
766,9,526
767,10,33
768,10,81
769,10,173
770,10,450
771,10,527
772,11,106
773,11,334
774,11,81
775,11,450
776,11,527
777,12,13
778,12,18
779,12,36
780,12,38
781,12,48
782,12,60
783,12,63
784,12,72
785,12,76
786,12,77
787,12,78
788,12,79
789,12,92
790,12,93
791,12,94
792,12,99
793,12,100
794,12,102
795,12,104
796,12,115
797,12,117
798,12,129
799,12,149
800,12,156
801,12,164
802,12,16
803,12,148
804,12,171
805,12,173
806,12,174
807,12,182
808,12,202
809,12,203
810,12,207
811,12,213
812,12,214
813,12,216
814,12,218
815,12,219
816,12,230
817,12,237
818,12,241
819,12,168
820,12,240
821,12,247
822,12,263
823,12,285
824,12,290
825,12,318
826,12,332
827,12,138
828,12,244
829,12,355
830,12,363
831,12,366
832,12,369
833,12,405
834,12,412
835,12,416
836,12,432
837,12,445
838,12,239
839,12,314
840,12,324
841,12,466
842,12,81
843,12,450
844,12,474
845,12,476
846,12,483
847,12,496
848,12,512
849,12,522
850,12,527
851,12,590
852,12,611
853,12,403
854,13,40
855,13,81
856,13,450
857,13,527
858,14,106
859,14,334
860,14,81
861,14,450
862,14,527
863,15,14
864,15,15
865,15,31
866,15,36
867,15,38
868,15,41
869,15,42
870,15,63
871,15,72
872,15,92
873,15,97
874,15,99
875,15,102
876,15,104
877,15,115
878,15,116
879,15,117
880,15,129
881,15,130
882,15,156
883,15,164
884,15,173
885,15,174
886,15,182
887,15,188
888,15,202
889,15,203
890,15,207
891,15,210
892,15,213
893,15,214
894,15,216
895,15,218
896,15,228
897,15,230
898,15,237
899,15,241
900,15,76
901,15,168
902,15,249
903,15,263
904,15,280
905,15,283
906,15,290
907,15,332
908,15,148
909,15,206
910,15,318
911,15,355
912,15,363
913,15,369
914,15,371
915,15,372
916,15,390
917,15,398
918,15,404
919,15,416
920,15,432
921,15,445
922,15,282
923,15,314
924,15,466
925,15,81
926,15,366
927,15,450
928,15,474
929,15,496
930,15,512
931,15,522
932,15,527
933,15,529
934,15,565
935,15,590
936,15,611
937,15,693
938,16,13
939,16,16
940,16,17
941,16,18
942,16,19
943,16,28
944,16,36
945,16,38
946,16,92
947,16,97
948,16,98
949,16,99
950,16,102
951,16,104
952,16,115
953,16,117
954,16,119
955,16,129
956,16,143
957,16,156
958,16,164
959,16,33
960,16,168
961,16,173
962,16,174
963,16,182
964,16,185
965,16,189
966,16,193
967,16,197
968,16,203
969,16,207
970,16,211
971,16,213
972,16,214
973,16,216
974,16,218
975,16,228
976,16,237
977,16,241
978,16,240
979,16,263
980,16,290
981,16,297
982,16,314
983,16,332
984,16,239
985,16,253
986,16,355
987,16,363
988,16,365
989,16,366
990,16,369
991,16,403
992,16,413
993,16,432
994,16,445
995,16,257
996,16,466
997,16,496
998,16,526
999,16,542
1000,16,590
1001,17,13
1002,17,16
1003,17,17
1004,17,18
1005,17,19
1006,17,28
1007,17,36
1008,17,38
1009,17,92
1010,17,97
1011,17,98
1012,17,99
1013,17,102
1014,17,104
1015,17,115
1016,17,117
1017,17,119
1018,17,129
1019,17,143
1020,17,156
1021,17,164
1022,17,33
1023,17,168
1024,17,173
1025,17,174
1026,17,182
1027,17,189
1028,17,197
1029,17,203
1030,17,207
1031,17,211
1032,17,213
1033,17,214
1034,17,216
1035,17,218
1036,17,237
1037,17,241
1038,17,240
1039,17,263
1040,17,290
1041,17,297
1042,17,332
1043,17,239
1044,17,355
1045,17,363
1046,17,365
1047,17,366
1048,17,369
1049,17,403
1050,17,432
1051,17,445
1052,17,253
1053,17,257
1054,17,314
1055,17,466
1056,17,496
1057,17,526
1058,17,542
1059,17,590
1060,18,13
1061,18,16
1062,18,17
1063,18,18
1064,18,19
1065,18,28
1066,18,36
1067,18,38
1068,18,63
1069,18,92
1070,18,97
1071,18,98
1072,18,99
1073,18,102
1074,18,104
1075,18,115
1076,18,117
1077,18,119
1078,18,129
1079,18,143
1080,18,156
1081,18,164
1082,18,33
1083,18,168
1084,18,173
1085,18,174
1086,18,182
1087,18,189
1088,18,197
1089,18,203
1090,18,207
1091,18,211
1092,18,213
1093,18,214
1094,18,216
1095,18,218
1096,18,237
1097,18,241
1098,18,240
1099,18,263
1100,18,290
1101,18,297
1102,18,332
1103,18,239
1104,18,355
1105,18,363
1106,18,365
1107,18,366
1108,18,369
1109,18,403
1110,18,416
1111,18,432
1112,18,445
1113,18,253
1114,18,257
1115,18,314
1116,18,466
1117,18,496
1118,18,526
1119,18,542
1120,18,590
1121,19,33
1122,19,34
1123,19,36
1124,19,38
1125,19,39
1126,19,55
1127,19,59
1128,19,61
1129,19,85
1130,19,87
1131,19,91
1132,19,92
1133,19,98
1134,19,99
1135,19,102
1136,19,104
1137,19,116
1138,19,117
1139,19,129
1140,19,130
1141,19,156
1142,19,158
1143,19,162
1144,19,164
1145,19,29
1146,19,44
1147,19,68
1148,19,103
1149,19,111
1150,19,154
1151,19,168
1152,19,172
1153,19,173
1154,19,174
1155,19,179
1156,19,182
1157,19,189
1158,19,196
1159,19,203
1160,19,207
1161,19,213
1162,19,214
1163,19,216
1164,19,218
1165,19,228
1166,19,231
1167,19,237
1168,19,241
1169,19,247
1170,19,249
1171,19,15
1172,19,58
1173,19,240
1174,19,253
1175,19,263
1176,19,269
1177,19,283
1178,19,290
1179,19,351
1180,19,86
1181,19,242
1182,19,363
1183,19,365
1184,19,369
1185,19,372
1186,19,382
1187,19,387
1188,19,389
1189,19,445
1190,19,447
1191,19,451
1192,19,428
1193,19,279
1194,19,496
1195,19,514
1196,19,515
1197,19,526
1198,19,528
1199,19,343
1200,19,590
1201,20,33
1202,20,34
1203,20,36
1204,20,38
1205,20,39
1206,20,55
1207,20,58
1208,20,59
1209,20,61
1210,20,63
1211,20,85
1212,20,87
1213,20,91
1214,20,92
1215,20,98
1216,20,99
1217,20,102
1218,20,104
1219,20,116
1220,20,117
1221,20,129
1222,20,130
1223,20,156
1224,20,158
1225,20,162
1226,20,164
1227,20,15
1228,20,29
1229,20,46
1230,20,70
1231,20,111
1232,20,168
1233,20,173
1234,20,174
1235,20,182
1236,20,184
1237,20,189
1238,20,196
